2-5 and 14-21																																																
39 of networks used																Greater 50% threshold																	Greater 96% threshold															
11	100	36	35	35	35	48	38	56	40	17	36	37	0	35		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	2	0	0	0	0	0	0	0	36	38	38	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	0	0	100	1	0	0	0	0	0	0	4	0	0	10		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
100	55	44	0	100	44	55	0	55	44	100	44	0	50	99		1	1	0	0	1	0	1	0	1	0	1	0	0	0	1			1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	
62	62	57	62	82	1	10	0	0	0	62	100	88	72	56		1	1	1	1	1	0	0	0	0	0	1	1	1	1	1			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
100	100	100	100	100	100	100	100	100	100	38	100	100	100	100		1	1	1	1	1	1	1	1	1	1	0	1	1	1	1			1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
100	100	100	100	100	100	100	99	100	100	100	0	100	100	100		1	1	1	1	1	1	1	1	1	1	1	0	1	1	1			1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
0	0	100	0	0	0	0	0	0	100	0	0	0	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0			0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	100	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
8	100	100	11	100	100	100	99	2	100	100	100	100	1	100		0	1	1	0	1	1	1	1	0	1	1	1	1	0	1			0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	
7	12	8	0	8	92	28	0	21	100	2	100	7	20	7		0	0	0	0	0	1	0	0	0	1	0	1	0	0	0			0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
0	0	100	84	0	6	0	0	3	0	0	21	100	0	2		0	0	1	1	0	0	0	0	0	0	0	0	1	0	0			0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
74	91	29	31	0	39	72	72	11	72	84	75	100	100	84		1	1	0	0	0	0	1	1	0	1	1	1	1	1	1			0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	100	0	100	0	0	4	15	100	100	0	0	100	100	100		0	1	0	1	0	0	0	0	1	1	0	0	1	1	1			0	1	0	1	0	0	0	0	1	1	0	0	1	1	1
